qid	label	docid	context_only_jaccard	context_only_overlap_bigram	context_only_overlap_tfidf	context_only_query_overlap	context_only_similarity	embedding_similarity	goal_only_jaccard	goal_only_overlap_bigram	goal_only_overlap_tfidf	goal_only_query_overlap	goal_only_similarity	progress_alignment_abs_diff	query_length	query_overlap_ratio	retrieved_text_length	retriever_score	source_aa_lcr	source_aa_omniscience_accuracy	source_aai	source_context_window	source_critpt	source_gdpval_aa	source_gpqa_diamond	source_hle	source_ifbench	source_scicode	source_tau_squared_bench_telecom	source_terminal_bench_hard	state_only_jaccard	state_only_overlap_bigram	state_only_overlap_tfidf	state_only_query_overlap	state_only_similarity	step_index	success_flag	task_match	task_variation_match	text_overlap_bigram	text_overlap_jaccard	text_overlap_tfidf	total_steps	trajectory_length	agent_type__anthropic_claude_opus_4	agent_type__anthropic_claude_opus_4_6	agent_type__anthropic_claude_sonnet_4_6	agent_type__claude_3_5_sonnet	agent_type__deepseek_deepseek_chat_v3_1	agent_type__deepseek_deepseek_r1	agent_type__deepseek_deepseek_r1_0528	agent_type__deepseek_deepseek_v3_2	agent_type__google_gemini_2_5_flash	agent_type__google_gemini_2_5_pro	agent_type__gpt_4_turbo	agent_type__gpt_4_turbo_preview	agent_type__meta_llama_llama_4_maverick	agent_type__minimax_minimax_m1	agent_type__minimax_minimax_m2	agent_type__mistralai_mistral_large_2512	agent_type__openai_gpt_5_4	agent_type__openai_gpt_5_4_nano	agent_type__openai_gpt_oss_120b	agent_type__openai_gpt_oss_20b	agent_type__qwen_qwen3_235b_a22b	agent_type__qwen_qwen3_32b	agent_type__qwen_qwen3_5_flash_02_23	agent_type__qwen_qwen3_max	agent_type__x_ai_grok_3_mini	agent_type__x_ai_grok_4_1_fast	agent_type__x_ai_grok_4_20	agent_type__x_ai_grok_4_fast	agent_type__z_ai_glm_4_5	agent_type__z_ai_glm_5
220	8.0	run_ltr_train_openrouter34_s42_bundle_mistralai_mistral-large-2512_rank_10|||intent_template_id_171|||task_id_161|||12	0.08071748878923767	0.050156739811912224	0.4950788300483905	0.08695652173913043	0.39952121726039136	0.4395267345093139	0.10810810810810811	0.0	0.03585530540527434	0.2	0.6787526936054128	2.0	1423.0	0.14035087719298245	231.0	0.04963419958949089	61.0	22.0	36.0	205.0	1.0	27.0	78.0	13.0	72.0	36.0	87.0	26.0	0.1044776119402985	0.07342657342657342	0.4132376820647022	0.1111111111111111	0.3047066033364325	0.0	1.0	1.0	0.0	0.06718346253229975	0.1198501872659176	0.6155142477284996	8.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221	4.0	run_ltr_train_openrouter34_s42_bundle_mistralai_mistral-large-2512_rank_20|||intent_template_id_171|||task_id_161|||12	0.0	0.0	0.0	0.0	0.0	0.397899317329202	0.10810810810810811	0.0	0.03594674977459381	0.2	0.6467294844674212	0.0	1423.0	0.14035087719298245	228.0	0.05675194039940834	57.0	21.0	38.0	400.0	5.0	36.0	76.0	15.0	64.0	38.0	53.0	33.0	0.11442786069651742	0.08041958041958042	0.4703930886799797	0.12169312169312169	0.2913475549343449	0.0	1.0	1.0	0.0	0.07238605898123325	0.1245136186770428	0.6525239076863579	8.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
222	6.0	run_ltr_train_openrouter34_s42_bundle_mistralai_mistral-large-2512_rank_10|||intent_template_id_51|||task_id_139|||7	0.08917197452229299	0.03937007874015748	0.5249311626707813	0.0979020979020979	0.4003716539869762	0.4023652093040248	0.38095238095238093	0.2916666666666667	0.3609156097048995	0.6153846153846154	0.5728299220653752	2.0	1065.0	0.20125786163522014	151.0	0.15918828547000885	57.0	21.0	38.0	400.0	5.0	36.0	76.0	15.0	64.0	38.0	53.0	33.0	0.12781954887218044	0.07339449541284404	0.48103807600226134	0.136	0.34925670337494796	0.0	1.0	1.0	0.0	0.09602649006622517	0.17297297297297298	0.654258304294182	9.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
222	6.0	run_ltr_train_openrouter34_s42_bundle_mistralai_mistral-large-2512_rank_20|||intent_template_id_51|||task_id_139|||7	0.09375	0.04150943396226415	0.5918229431581749	0.1048951048951049	0.4288782985390718	0.40876768473540015	0.45	0.2692307692307692	0.3461315699236794	0.6923076923076923	0.5744123967327633	14.0	1065.0	0.20754716981132076	62.0	0.1611250787973404	65.0	41.0	43.0	200.0	0.0	46.0	81.0	13.0	43.0	47.0	86.0	41.0	0.12686567164179105	0.0730593607305936	0.5510097110398812	0.136	0.33976782830385144	0.0	1.0	1.0	0.0	0.09177215189873418	0.17553191489361702	0.6716594063546752	16.0	2.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
223	4.0	run_ltr_train_openrouter34_s42_bundle_mistralai_mistral-large-2512_rank_20|||intent_template_id_85|||task_id_266|||3	0.07860262008733625	0.033942558746736295	0.5890592836183953	0.08530805687203792	0.4204722234383412	0.42406006293165	0.19047619047619047	0.041666666666666664	0.3109805201592851	0.4	0.5491983579855696	4.0	1179.0	0.1598173515981735	53.0	0.1632145345211029	0.0	17.0	15.0	33.0	0.0	0.0	67.0	8.0	36.0	35.0	30.0	3.0	0.12781954887218044	0.07407407407407407	0.27674206551927366	0.13709677419354838	0.4076361314663327	0.0	1.0	0.0	0.0	0.05841121495327103	0.1394422310756972	0.6022000013358455	5.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
223	9.0	run_ltr_train_openrouter34_s42_bundle_mistralai_mistral-large-2512_rank_15|||intent_template_id_85|||task_id_266|||3	0.06422018348623854	0.0273972602739726	0.5318287974995818	0.06635071090047394	0.4519413993443588	0.4141616377049197	0.3157894736842105	0.25	0.3967805100036591	0.6	0.5125227035745269	1.0	1179.0	0.1415525114155251	174.0	0.16120260953903198	31.0	14.0	21.0	131.0	0.0	3.0	61.0	5.0	58.0	34.0	50.0	5.0	0.12781954887218044	0.07407407407407407	0.5082516932024631	0.13709677419354838	0.362066146479233	0.0	1.0	1.0	0.0	0.06666666666666667	0.12916666666666668	0.7037966193635883	6.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
223	4.0	run_ltr_train_openrouter34_s42_bundle_mistralai_mistral-large-2512_rank_5|||intent_template_id_85|||task_id_266|||3	0.06422018348623854	0.0273972602739726	0.5635926690285403	0.06635071090047394	0.4605319442087561	0.40007352263452994	0.19047619047619047	0.041666666666666664	0.3109805201592851	0.4	0.5491983775632863	1.0	1179.0	0.1461187214611872	161.0	0.14689624309539795	44.0	14.0	26.0	1000.0	0.0	20.0	74.0	7.0	38.0	26.0	85.0	8.0	0.12781954887218044	0.07407407407407407	0.5823128365020462	0.13709677419354838	0.3577735537402245	0.0	1.0	0.0	0.0	0.05623471882640587	0.13389121338912133	0.729006757131949	5.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
223	4.0	run_ltr_train_openrouter34_s42_bundle_mistralai_mistral-large-2512_rank_10|||intent_template_id_85|||task_id_266|||3	0.05752212389380531	0.015915119363395226	0.10978913949900374	0.061611374407582936	0.48891100283195177	0.4239670608984693	0.35294117647058826	0.2777777777777778	0.4490119962083085	0.6	0.4728267688162167	2.0	1179.0	0.1278538812785388	186.0	0.15754875540733337	38.94117647058823	22.647058823529413	26.352941176470587	575.9117647058823	0.6176470588235294	17.441176470588236	68.08823529411765	9.911764705882353	44.8235294117647	34.3235294117647	49.794117647058826	17.470588235294116	0.07801418439716312	0.021834061135371178	0.06044047136284182	0.08870967741935484	0.4943420390068069	0.0	1.0	1.0	0.0	0.04	0.11155378486055777	0.0988060957445846	7.0	5.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
224	9.0	run_ltr_train_openrouter34_s42_bundle_openai_gpt-5.4-nano_rank_10|||intent_template_id_171|||task_id_159|||0	0.0	0.0	0.0	0.0	0.0	0.19881717464173365	0.9090909090909091	0.8260869565217391	0.9274968826028936	0.9523809523809523	0.19001874309400413	10.0	363.0	0.2100456621004566	201.0	0.046676527708768845	35.0	24.0	23.0	256.0	0.0	18.0	68.0	4.0	36.0	36.0	25.0	16.0	0.09615384615384616	0.06506849315068493	0.3507812074377237	0.10362694300518134	0.3107331955308601	0.0	1.0	1.0	0.0	0.12979351032448377	0.19246861924686193	0.5677046894825503	30.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225	3.0	run_ltr_train_openrouter34_s42_bundle_openai_gpt-5.4-nano_rank_1|||intent_template_id_171|||task_id_159|||0	0.0	0.0	0.0	0.0	0.0	0.1953009244948195	0.9090909090909091	0.8260869565217391	0.9201112815231534	0.9523809523809523	0.21898449881364057	1.0	363.0	0.2146118721461187	193.0	0.03993089497089386	65.0	41.0	43.0	200.0	0.0	46.0	81.0	13.0	43.0	47.0	86.0	41.0	0.1024390243902439	0.07291666666666667	0.3252706898208207	0.10880829015544041	0.30464945850772623	0.0	1.0	1.0	0.0	0.1377245508982036	0.19915254237288135	0.6082035678024433	10.0	5.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226	3.0	run_ltr_train_openrouter34_s42_bundle_openai_gpt-5.4-nano_rank_5|||intent_template_id_171|||task_id_159|||0	0.0	0.0	0.0	0.0	0.0	0.19881717464173365	0.9090909090909091	0.8260869565217391	0.9274968826028936	0.9523809523809523	0.19001874309400413	3.0	363.0	0.2100456621004566	185.0	0.046664975583553314	35.0	24.0	23.0	256.0	0.0	18.0	68.0	4.0	36.0	36.0	25.0	16.0	0.09615384615384616	0.06506849315068493	0.3507812074377237	0.10362694300518134	0.3107331955308601	0.0	1.0	1.0	0.0	0.12716763005780346	0.18775510204081633	0.5846868539721772	30.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227	3.0	run_ltr_train_openrouter34_s42_bundle_openai_gpt-5.4-nano_rank_15|||intent_template_id_171|||task_id_159|||0	0.0	0.0	0.0	0.0	0.0	0.20919013064136555	0.9090909090909091	0.8260869565217391	0.9389448669099455	0.9523809523809523	0.20425190670596516	1.0	363.0	0.2054794520547945	193.0	0.04460069537162781	61.0	22.0	36.0	205.0	1.0	27.0	78.0	13.0	72.0	36.0	87.0	26.0	0.09134615384615384	0.06529209621993128	0.32367645706149467	0.09844559585492228	0.31149800568528846	0.0	1.0	1.0	0.0	0.1286549707602339	0.18518518518518517	0.5962242219915247	7.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
230	3.0	run_ltr_train_openrouter34_s42_bundle_openai_gpt-5.4-nano_rank_1|||intent_template_id_23|||task_id_652|||1	0.075	0.026785714285714284	0.45095396154448514	0.08021390374331551	0.47907715004919876	0.44855439151647186	0.17391304347826086	0.04	0.10590071407852439	0.5	0.6523292135344821	4.0	719.0	0.15463917525773196	172.0	0.17797717452049255	65.0	41.0	43.0	200.0	0.0	46.0	81.0	13.0	43.0	47.0	86.0	41.0	0.11258278145695365	0.051181102362204724	0.3096404038142853	0.12408759124087591	0.48212025913875506	0.0	1.0	0.0	0.0	0.04738154613466334	0.12875536480686695	0.6080296926072745	18.0	5.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
231	3.0	run_ltr_train_openrouter34_s42_bundle_openai_gpt-5.4-nano_rank_5|||intent_template_id_23|||task_id_652|||1	0.07373271889400922	0.0273972602739726	0.5366096454366245	0.0855614973262032	0.4561274809685333	0.4403745622652659	0.15384615384615385	0.0	0.10054081438734086	0.25	0.7036009786994865	15.0	719.0	0.13917525773195877	30.0	0.1843155473470688	31.0	14.0	21.0	131.0	0.0	3.0	61.0	5.0	58.0	34.0	50.0	5.0	0.10457516339869281	0.050980392156862744	0.3180286829080545	0.11678832116788321	0.5049831610377292	0.0	1.0	0.0	0.0	0.04668304668304668	0.1148936170212766	0.6094271429131946	16.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
232	3.0	run_ltr_train_openrouter34_s42_bundle_openai_gpt-5.4-nano_rank_15|||intent_template_id_23|||task_id_652|||1	0.06880733944954129	0.02452316076294278	0.5054234389139538	0.08021390374331551	0.469586555162778	0.42944228508444404	0.13333333333333333	0.0	0.08353642012693802	0.25	0.7341800614142442	3.0	719.0	0.13917525773195877	152.0	0.1925128698348999	31.0	14.0	21.0	131.0	0.0	3.0	61.0	5.0	58.0	34.0	50.0	5.0	0.1118421052631579	0.050980392156862744	0.40209381022671076	0.12408759124087591	0.4830486409639116	0.0	1.0	0.0	0.0	0.04265402843601896	0.11065573770491803	0.641562796727194	11.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
233	6.0	run_ltr_train_openrouter34_s42_bundle_openai_gpt-5.4-nano_rank_1|||intent_template_id_331|||task_id_448|||4	0.07241379310344828	0.03564356435643564	0.47840804823555827	0.07420494699646643	0.3649049828892933	0.26878702598703547	0.8181818181818182	0.8	0.6233143139689232	0.9	0.38266963432976236	2.0	2411.0	0.1541095890410959	234.0	0.06141173094511032	65.0	41.0	43.0	200.0	0.0	46.0	81.0	13.0	43.0	47.0	86.0	41.0	0.17751479289940827	0.09477124183006536	0.5092697371259072	0.189873417721519	0.3252670283124143	0.0	1.0	1.0	0.0	0.08088235294117647	0.1461038961038961	0.6823388034071078	9.0	5.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
233	0.0	run_ltr_train_openrouter34_s42_bundle_openai_gpt-5.4-nano_rank_5|||intent_template_id_331|||task_id_448|||4	0.07241379310344828	0.03564356435643564	0.5139629559128716	0.07420494699646643	0.3737526673811571	0.27285766888649826	0.8181818181818182	0.8	0.6233143139689232	0.9	0.38266963432976236	2.0	2411.0	0.1541095890410959	234.0	0.06456808745861053	65.0	41.0	43.0	200.0	0.0	46.0	81.0	13.0	43.0	47.0	86.0	41.0	0.17751479289940827	0.09803921568627451	0.5240784014489543	0.189873417721519	0.3315758560514061	0.0	1.0	1.0	0.0	0.08272058823529412	0.1461038961038961	0.7069816939108677	9.0	5.0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235	7.0	run_ltr_train_openrouter34_s42_bundle_openai_gpt-5.4-nano_rank_1|||intent_template_id_3765|||task_id_600|||1	0.12142857142857143	0.058823529411764705	0.4830359989357698	0.14049586776859505	0.30646542811943245	0.2771248316828773	0.41935483870967744	0.3333333333333333	0.583381702558326	0.6190476190476191	0.29289626698271914	3.0	342.0	0.2949640287769784	169.0	0.08354905247688293	31.0	14.0	21.0	131.0	0.0	3.0	61.0	5.0	58.0	34.0	50.0	5.0	0.20481927710843373	0.1016949152542373	0.3529277974160883	0.2537313432835821	0.3458737411679037	0.0	1.0	0.0	0.0	0.11567164179104478	0.23563218390804597	0.6381247405361288	9.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
235	1.0	run_ltr_train_openrouter34_s42_bundle_openai_gpt-5.4-nano_rank_15|||intent_template_id_3765|||task_id_600|||1	0.1328125	0.07103825136612021	0.5013186202055184	0.14049586776859505	0.4169106719001334	0.31567971612471685	0.17142857142857143	0.0	0.11268964551713286	0.2857142857142857	0.5788808397488354	1.0	342.0	0.2589928057553957	202.0	0.12244850397109985	37.0	23.0	41.0	200.0	0.0	41.0	67.0	7.0	55.0	38.0	97.0	39.0	0.2289156626506024	0.09917355371900827	0.3834572493270508	0.2835820895522388	0.3596297936947272	0.0	1.0	0.0	0.0	0.08148148148148149	0.20930232558139536	0.6945078321569452	14.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
235	7.0	run_ltr_train_openrouter34_s42_bundle_openai_gpt-5.4-nano_rank_5|||intent_template_id_3765|||task_id_600|||1	0.1276595744680851	0.06341463414634146	0.45891791615288063	0.1487603305785124	0.3008173690929738	0.2944576201355434	0.41935483870967744	0.3333333333333333	0.583381702558326	0.6190476190476191	0.29289626698271914	5.0	342.0	0.302158273381295	153.0	0.08828183263540268	31.0	14.0	21.0	131.0	0.0	3.0	61.0	5.0	58.0	34.0	50.0	5.0	0.20481927710843373	0.1016949152542373	0.33728035842596427	0.2537313432835821	0.4098224227321581	0.0	1.0	0.0	0.0	0.11387900355871886	0.23076923076923078	0.6256015540382056	9.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
235	7.0	run_ltr_train_openrouter34_s42_bundle_openai_gpt-5.4-nano_rank_10|||intent_template_id_3765|||task_id_600|||1	0.12142857142857143	0.06403940886699508	0.5093571873402816	0.14049586776859505	0.3687449552171577	0.3007095672702211	0.41935483870967744	0.3333333333333333	0.583381702558326	0.6190476190476191	0.29289626698271914	2.0	342.0	0.28776978417266186	120.0	0.0915386825799942	0.0	17.0	15.0	33.0	0.0	0.0	67.0	8.0	36.0	35.0	30.0	3.0	0.1927710843373494	0.10256410256410256	0.35620371400386724	0.23880597014925373	0.3872069579856938	0.0	1.0	0.0	0.0	0.11510791366906475	0.22099447513812154	0.6587578813273881	5.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
235	7.0	run_ltr_train_openrouter34_s42_bundle_openai_gpt-5.4-nano_rank_20|||intent_template_id_3765|||task_id_600|||1	0.10884353741496598	0.041474654377880185	0.5360458920457246	0.1322314049586777	0.39024928860399843	0.3463704083605777	0.17142857142857143	0.0	0.11268964551713286	0.2857142857142857	0.5788808397488354	8.0	342.0	0.2517985611510791	227.0	0.1289968341588974	37.0	23.0	41.0	200.0	0.0	41.0	67.0	7.0	55.0	38.0	97.0	39.0	0.19047619047619047	0.09243697478991597	0.327406336712944	0.23880597014925373	0.40234115540166343	0.0	1.0	0.0	0.0	0.0664451827242525	0.18324607329842932	0.6629619377288448	14.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
236	6.0	run_ltr_train_openrouter34_s42_bundle_openai_gpt-5.4-nano_rank_10|||intent_template_id_51|||task_id_138|||3	0.05976095617529881	0.024608501118568233	0.5277358003339585	0.061224489795918366	0.44931112104956616	0.37718362243671	0.38095238095238093	0.2916666666666667	0.3609156097048995	0.5	0.5728299857667534	1.0	1295.0	0.13385826771653545	97.0	0.1480383425951004	0.0	17.0	15.0	33.0	0.0	0.0	67.0	8.0	36.0	35.0	30.0	3.0	0.12781954887218044	0.07441860465116279	0.4935049659717966	0.13709677419354838	0.35923279957374865	0.0	1.0	1.0	0.0	0.06147540983606557	0.1259259259259259	0.6927734645673981	4.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
236	1.0	run_ltr_train_openrouter34_s42_bundle_openai_gpt-5.4-nano_rank_15|||intent_template_id_51|||task_id_138|||3	0.05928853754940711	0.024444444444444446	0.5564070645677388	0.061224489795918366	0.364298839756361	0.3784725273057526	0.38095238095238093	0.2916666666666667	0.3609156097048995	0.5	0.5728295241802629	2.0	1295.0	0.13385826771653545	140.0	0.14843055605888367	35.0	24.0	23.0	256.0	0.0	18.0	68.0	4.0	36.0	36.0	25.0	16.0	0.12781954887218044	0.07441860465116279	0.49769645244409855	0.13709677419354838	0.3609776007354283	0.0	1.0	1.0	0.0	0.06109979633401222	0.125	0.6912199600987361	30.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236	6.0	run_ltr_train_openrouter34_s42_bundle_openai_gpt-5.4-nano_rank_20|||intent_template_id_51|||task_id_138|||3	0.06274509803921569	0.026490066225165563	0.5549938843927468	0.0653061224489796	0.36906915536314144	0.3713307752647441	0.38095238095238093	0.2916666666666667	0.3609156097048995	0.5	0.5728295241802629	17.0	1295.0	0.13385826771653545	141.0	0.14843055605888367	35.0	24.0	23.0	256.0	0.0	18.0	68.0	4.0	36.0	36.0	25.0	16.0	0.12781954887218044	0.07441860465116279	0.49769645244409855	0.13709677419354838	0.3609776007354283	0.0	1.0	1.0	0.0	0.06109979633401222	0.12454212454212454	0.6565868811284978	30.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236	6.0	run_ltr_train_openrouter34_s42_bundle_openai_gpt-5.4-nano_rank_1|||intent_template_id_51|||task_id_138|||3	0.0694980694980695	0.028199566160520606	0.5710390226279418	0.07346938775510205	0.37530476716887307	0.3792124500051496	0.037037037037037035	0.0	0.05475211790469957	0.0625	0.5340226706835517	3.0	1295.0	0.12992125984251968	61.0	0.14273573458194733	50.0	15.0	32.0	1000.0	1.0	0.0	79.0	11.0	46.0	41.0	90.0	17.0	0.12781954887218044	0.07441860465116279	0.4821694443303332	0.13709677419354838	0.35965531773770865	0.0	1.0	0.0	0.0	0.04563492063492063	0.11870503597122302	0.6761039530556113	5.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
237	1.0	run_ltr_train_openrouter34_s42_bundle_anthropic_claude-opus-4_rank_15|||intent_template_id_15|||task_id_630|||7	0.09956709956709957	0.033426183844011144	0.5276496639952519	0.11057692307692307	0.4391678158125366	0.34440973292599997	0.4090909090909091	0.19230769230769232	0.5180143203253366	0.6923076923076923	0.40418734332880946	11.0	706.0	0.19626168224299065	35.0	0.11826254427433014	31.0	14.0	21.0	131.0	0.0	3.0	61.0	5.0	58.0	34.0	50.0	5.0	0.20833333333333334	0.09615384615384616	0.19727615328686865	0.2727272727272727	0.5104761997961901	0.0	1.0	0.0	0.0	0.06506024096385542	0.16470588235294117	0.633844429986648	12.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
237	7.0	run_ltr_train_openrouter34_s42_bundle_anthropic_claude-opus-4_rank_5|||intent_template_id_15|||task_id_630|||7	0.07456140350877193	0.037037037037037035	0.5589502022600026	0.08173076923076923	0.399157961988933	0.32472831162046906	0.4090909090909091	0.19230769230769232	0.5180143203253366	0.6923076923076923	0.40418734332880946	2.0	706.0	0.17757009345794392	179.0	0.10520011931657791	31.0	14.0	21.0	131.0	0.0	3.0	61.0	5.0	58.0	34.0	50.0	5.0	0.2222222222222222	0.11538461538461539	0.3598215205823585	0.2909090909090909	0.35973301121487467	0.0	1.0	0.0	0.0	0.06845965770171149	0.14901960784313725	0.7151148105163591	12.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
237	7.0	run_ltr_train_openrouter34_s42_bundle_anthropic_claude-opus-4_rank_10|||intent_template_id_15|||task_id_630|||7	0.07906976744186046	0.03927492447129909	0.7931410764526258	0.08173076923076923	0.44329514092430927	0.32777045516639247	0.4090909090909091	0.19230769230769232	0.5180143203253366	0.6923076923076923	0.40418734332880946	1.0	706.0	0.19158878504672897	177.0	0.11267682164907455	0.0	18.0	17.0	33.0	0.0	13.0	70.0	12.0	39.0	40.0	24.0	6.0	0.3188405797101449	0.15384615384615385	0.9007330489801508	0.4	0.398085233291166	0.0	1.0	0.0	0.0	0.07672634271099744	0.17012448132780084	0.9172392141367472	7.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
237	7.0	run_ltr_train_openrouter34_s42_bundle_anthropic_claude-opus-4_rank_1|||intent_template_id_15|||task_id_630|||7	0.08823529411764706	0.04032258064516129	0.8329519814702412	0.10096153846153846	0.36771599777160674	0.3139276767081195	0.4090909090909091	0.19230769230769232	0.5180143203253366	0.6923076923076923	0.40418734332880946	3.0	706.0	0.18691588785046728	156.0	0.09456542879343033	0.0	18.0	17.0	33.0	0.0	13.0	70.0	12.0	39.0	40.0	24.0	6.0	0.2714285714285714	0.13592233009708737	0.8699500013631516	0.34545454545454546	0.4348730959115684	0.0	1.0	0.0	0.0	0.07009345794392523	0.1520912547528517	0.8931705213072089	7.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
237	1.0	run_ltr_train_openrouter34_s42_bundle_anthropic_claude-opus-4_rank_20|||intent_template_id_15|||task_id_630|||7	0.09448818897637795	0.031630170316301706	0.08031278530647695	0.11538461538461539	0.45540058264134253	0.37831269245254817	0.4090909090909091	0.19230769230769232	0.5180143203253366	0.6923076923076923	0.40418733334185014	6.0	706.0	0.24299065420560748	338.0	0.14304009079933167	38.94117647058823	22.647058823529413	26.352941176470587	575.9117647058823	0.6176470588235294	17.441176470588236	68.08823529411765	9.911764705882353	44.8235294117647	34.3235294117647	49.794117647058826	17.470588235294116	0.35802469135802467	0.14516129032258066	0.12768226111704856	0.5272727272727272	0.4707176740772581	0.0	1.0	0.0	0.0	0.06762295081967214	0.17993079584775087	0.107646805405661	11.0	5.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
238	2.0	run_ltr_train_openrouter34_s42_bundle_anthropic_claude-opus-4_rank_5|||intent_template_id_171|||task_id_162|||4	0.07120743034055728	0.03875968992248062	0.5596801744326589	0.07348242811501597	0.3606310339022409	0.19917618771026427	0.9090909090909091	0.8260869565217391	0.9065808053190386	0.9523809523809523	0.26743893329526436	3.0	1685.0	0.1524390243902439	185.0	0.05105635151267052	35.0	24.0	23.0	256.0	0.0	18.0	68.0	4.0	36.0	36.0	25.0	16.0	0.09803921568627451	0.06551724137931035	0.48673440981498606	0.10582010582010581	0.30313064680478224	0.0	1.0	1.0	0.0	0.0843585237258348	0.14285714285714285	0.6420816423026028	30.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239	7.0	run_ltr_train_openrouter34_s42_bundle_anthropic_claude-opus-4_rank_20|||intent_template_id_171|||task_id_162|||4	0.07407407407407407	0.04054054054054054	0.5819308842266308	0.07667731629392971	0.37423729467903233	0.22040780302158808	0.9090909090909091	0.8260869565217391	0.9177706249583676	0.9523809523809523	0.2814012675639227	3.0	1685.0	0.1524390243902439	252.0	0.05666171759366989	61.0	22.0	36.0	205.0	1.0	27.0	78.0	13.0	72.0	36.0	87.0	26.0	0.09313725490196079	0.0657439446366782	0.4630523889630741	0.10052910052910052	0.3016477054369342	0.0	1.0	1.0	0.0	0.08596491228070176	0.14245014245014245	0.6416675678521611	7.0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
